,0,1,2,3,4,5,6,7,8,9,10,11
1146,25.88,11.31,9.87,15.64,35.06,9.72,4.21,5.48,13.65,11.12,6.39,6.355
1147,15.41,50.25,12.13,20.03,12.195,12.01,5.996,8.305,11.32,12.305,9.15,12.65
1148,11.78,18.06,49.62,18.17,15.44,23.97,2.537,3.713,15.04,6.656,7.863,10.41
1149,5.04,15.1,2.611,9.734,1.945,8.38,15.4,5.582,2.418,4.504,4.727,12.31
1150,40.56,22.75,29.22,24.52,62.72,20.72,11.125,9.67,11.79,12.984,14.0,9.41
1151,25.11,19.6,18.5,21.1,29.84,16.38,9.76,2.674,19.02,21.12,11.734,9.56
1152,3.477,8.94,2.158,5.0,4.098,23.3,2.512,21.25,42.3,28.92,4.844,3.527
1153,3.53,22.42,4.516,7.77,3.535,19.69,5.098,8.52,10.4,3.252,3.037,3.12
1154,18.47,85.06,5.617,43.28,11.164,26.12,6.07,25.62,20.14,53.7,22.61,24.36
1155,23.06,70.7,11.875,117.25,9.58,42.44,18.38,1.364,6.023,301.8,39.47,32.3
1156,253.4,37.06,89.2,125.94,152.9,46.72,61.2,44.6,56.66,46.78,49.4,64.94
1157,10.836,44.03,4.08,21.19,3.723,27.31,9.17,20.5,44.75,15.53,26.5,16.47
1158,108.3,130.6,38.16,134.9,18.94,90.3,5.61,3.645,61.12,75.9,75.3,72.1
1159,26.89,38.5,3.832,37.25,17.33,16.17,8.46,8.75,10.39,13.27,16.94,14.555
1160,4.438,25.11,17.5,11.97,5.094,57.66,9.305,5.75,4.555,3.732,3.564,3.299
1161,4.566,11.08,81.44,6.996,3.273,24.11,1.684,11.06,22.77,8.586,4.36,11.87
1162,16.11,15.64,14.1,16.81,13.52,15.32,2.861,9.31,7.96,6.93,9.0,8.89
1163,34.62,58.84,88.56,49.06,45.56,61.2,12.7,12.734,10.37,11.93,27.27,32.94
1164,10.79,15.2,41.16,12.055,8.984,19.56,9.88,14.49,14.4,7.367,7.98,8.44
1165,11.4,36.22,50.16,23.06,7.992,43.6,11.7,7.9,17.69,14.72,13.31,10.99
1166,20.7,7.484,9.27,12.09,31.11,8.01,4.56,1.998,6.742,10.83,7.473,9.875
1167,13.25,58.06,49.75,17.92,23.3,102.6,20.7,12.99,11.26,45.25,33.66,24.78
1168,9.42,25.56,41.84,16.0,8.56,39.1,2.135,2.496,2.965,5.777,3.176,4.023
1169,29.84,17.44,11.69,21.17,13.11,13.66,15.484,4.402,3.932,13.58,4.145,4.457
1170,33.4,115.25,14.53,66.1,11.03,104.8,7.816,13.65,11.62,12.27,32.66,10.15
1171,10.234,32.28,56.44,9.66,29.05,48.34,29.19,18.62,12.47,9.69,4.688,5.64
1172,11.31,15.57,21.11,17.03,13.305,15.086,1.434,1.061,2.074,1.893,4.848,12.02
1173,4.246,16.34,9.83,12.03,2.48,23.19,3.242,18.58,21.22,14.42,7.51,6.008
1174,8.06,13.73,85.8,14.57,32.22,34.06,12.79,8.69,7.773,3.137,4.043,3.785
1175,8.09,18.6,24.61,14.87,5.266,23.75,4.094,3.271,9.25,6.203,7.137,8.766
1176,19.98,34.88,3.416,48.5,4.824,7.473,14.65,8.67,6.965,6.438,8.33,8.85
1177,31.02,38.97,115.1,16.12,63.22,78.1,24.34,7.574,7.48,4.18,6.176,20.02
1178,16.31,30.56,103.0,14.125,33.25,51.53,15.21,15.93,14.83,8.73,7.566,5.125
1179,64.6,57.06,29.05,85.75,30.9,37.03,112.3,85.3,16.8,23.08,42.78,73.0
1180,10.79,16.72,9.39,14.695,7.3,14.76,8.29,13.79,13.07,7.277,6.17,7.46
1181,26.47,23.1,28.06,17.3,65.44,20.75,30.72,8.99,7.59,4.82,7.387,9.484
1182,21.17,74.44,9.516,45.56,9.86,22.95,4.758,19.05,44.0,51.97,61.7,59.03
1183,12.23,45.62,19.16,25.77,17.31,40.1,24.78,4.46,8.766,6.47,5.383,14.61
1184,11.93,32.3,3.229,23.94,5.066,4.08,8.66,15.5,15.36,12.72,15.52,19.02
1185,9.26,33.53,6.34,15.76,7.57,2.273,25.33,18.6,34.22,13.125,6.438,8.46
1186,10.54,50.2,13.63,24.67,2.637,65.94,4.992,11.05,10.305,6.56,9.19,8.875
1187,10.12,29.94,28.73,17.03,5.586,55.44,10.81,20.6,7.42,7.848,6.066,6.523
1188,7.883,9.0,6.02,29.05,7.707,4.695,2.13,26.16,20.19,10.51,7.863,7.887
1189,8.46,32.97,12.484,20.42,3.38,56.75,73.2,10.17,6.38,6.58,10.086,13.016
1190,11.336,18.44,35.12,13.555,15.09,19.19,44.6,15.28,18.25,5.344,4.13,3.553
1191,3.955,12.12,49.28,8.69,9.04,19.03,6.7,14.6,17.34,9.38,8.445,11.125
1192,26.48,6.188,5.887,11.805,13.47,6.06,30.19,5.094,13.336,7.055,3.062,6.293
1193,8.97,5.81,44.78,8.63,42.5,6.426,3.895,10.69,2.31,0.6094,1.463,3.29
1194,15.53,16.11,11.24,15.09,10.734,47.94,5.68,22.61,16.88,12.11,15.89,14.66
1195,17.05,20.94,19.42,15.89,62.12,18.98,2.555,13.51,21.39,10.625,10.65,16.3
1196,13.484,5.258,11.01,4.3,6.402,7.996,2.654,1.695,9.086,4.6,6.42,9.3
1197,11.71,5.543,17.77,6.992,21.92,10.484,18.7,5.25,7.684,2.76,2.865,2.814
1198,2.137,1.147,6.97,1.783,2.46,3.734,3.018,5.66,10.17,1.932,2.543,1.755
1199,6.008,48.4,2.031,14.88,5.027,13.37,9.375,15.6,23.6,20.73,4.53,7.7
1200,32.03,57.75,95.3,40.34,14.695,67.56,30.39,12.07,13.78,14.9,12.52,13.734
1201,8.36,7.48,16.23,7.844,15.39,13.91,6.777,9.34,16.6,4.055,5.83,6.69
1202,4.777,5.395,1.958,13.15,3.113,1.755,7.85,4.25,3.441,15.59,22.19,7.89
1203,14.234,33.5,11.836,18.53,13.38,18.58,12.09,2.432,26.58,26.11,17.9,14.195
1204,1.639,62.66,5.92,2.97,2.703,24.06,11.72,22.5,28.39,18.11,5.883,2.02
1205,38.5,20.33,42.78,30.06,48.78,17.86,12.3,9.87,14.125,11.164,10.36,11.13
1206,16.33,27.53,59.6,23.7,41.72,36.84,19.02,5.28,3.63,5.027,6.51,18.97
1207,6.7,12.7,35.62,8.93,17.38,24.5,20.81,10.375,30.88,14.63,9.45,6.496
1208,13.88,32.97,30.05,18.95,14.66,34.3,5.832,3.193,9.875,9.34,6.81,8.25
1209,39.78,31.05,46.12,24.72,46.84,65.3,7.586,47.16,50.8,12.97,9.16,32.94
1210,9.22,19.4,13.24,18.64,18.2,17.33,3.645,3.348,13.5,2.936,2.52,6.453
1211,14.27,6.88,5.91,8.67,40.9,6.297,9.05,1.813,3.312,12.85,7.32,6.668
1212,32.88,27.05,29.12,30.05,28.78,12.625,11.414,3.76,6.164,13.92,19.45,19.73
1213,17.25,22.25,23.06,20.56,16.12,23.12,3.645,21.47,20.36,9.61,7.797,9.484
1214,13.67,20.25,45.38,18.61,14.48,105.2,12.43,5.5,21.2,17.88,3.92,3.973
1215,4.305,16.92,3.982,4.797,2.389,6.715,20.78,8.195,10.586,11.305,2.184,1.65
1216,30.1,52.9,26.58,38.88,15.7,56.25,7.72,11.87,24.1,25.03,24.64,35.28
1217,11.89,26.17,22.0,16.2,18.25,34.62,19.48,6.086,16.95,1.614,1.787,3.67
1218,15.2,29.23,47.25,22.52,5.074,34.6,2.201,18.33,12.484,5.82,2.498,1.59
1219,5.633,22.25,4.58,13.49,2.041,10.984,8.85,9.06,2.979,3.65,4.004,15.65
1220,9.336,20.14,36.5,14.95,9.56,26.64,11.805,13.47,14.69,13.31,11.3,7.957
1221,33.56,58.22,62.78,49.5,17.14,59.53,3.541,43.7,17.81,11.66,19.19,18.94
1222,5.535,24.25,6.926,10.81,2.918,30.08,10.91,6.207,6.996,4.57,2.71,2.14
1223,5.836,10.59,6.59,8.32,6.637,6.965,1.603,7.78,4.777,0.599,2.418,3.375
1224,3.266,15.23,91.75,8.02,13.46,38.12,10.3,8.46,9.7,8.45,2.332,7.42
1225,11.57,14.12,46.66,13.914,9.49,22.12,14.945,9.13,5.617,7.703,9.83,7.82
1226,17.73,8.07,4.72,11.72,6.438,8.26,12.45,23.25,15.66,7.38,7.2,8.63
1227,34.75,58.25,58.1,54.38,24.4,57.03,44.25,14.32,31.95,30.88,32.4,54.22
1228,13.59,43.5,79.94,23.1,18.19,91.3,24.61,20.14,2.877,1.67,2.908,85.94
1229,15.82,18.81,18.97,19.38,5.285,23.08,3.848,10.73,23.98,17.89,11.234,7.254
1230,4.934,11.4,22.44,6.965,6.48,22.61,3.459,3.016,18.06,4.68,0.8086,1.563
1231,41.9,100.25,3.125,129.8,12.16,13.945,6.43,10.93,36.8,32.66,16.31,20.25
1232,11.266,0.6597,5.434,2.168,129.5,1.308,3.098,7.754,6.926,4.36,4.043,4.44
1233,10.11,115.3,6.87,39.06,3.646,101.2,26.3,23.44,34.6,44.06,23.55,24.23
1234,28.95,176.6,21.66,155.2,6.566,89.7,51.5,10.32,67.9,20.27,16.3,25.27
1235,17.95,11.53,82.25,15.4,24.64,15.49,14.41,17.33,14.27,25.78,11.44,5.715
1236,57.22,35.78,2.555,80.4,16.72,8.53,2.432,4.06,13.31,73.75,106.2,32.72
1237,19.25,55.8,27.1,31.31,21.88,49.0,11.49,3.059,14.08,81.44,58.8,39.22
1238,5.35,8.445,2.625,18.66,2.793,3.324,2.432,1.526,1.512,6.74,15.59,4.74
1239,66.2,66.6,6.062,70.94,32.97,45.3,10.6,148.8,166.6,52.7,48.88,51.56
1240,20.06,44.34,26.06,35.75,19.66,42.8,8.61,14.414,33.56,42.56,32.12,37.66
1241,12.52,17.34,40.97,6.883,50.44,29.16,9.16,4.977,6.406,5.375,5.027,6.24
1242,29.97,24.02,45.5,24.83,54.75,31.16,15.516,20.75,53.75,14.29,11.64,12.34
1243,50.84,26.42,4.715,27.2,23.03,11.23,9.414,15.65,13.21,13.805,15.22,16.16
1244,25.84,30.22,23.16,27.7,31.44,25.4,13.2,8.12,7.71,9.85,16.02,27.08
1245,11.2,17.23,12.56,16.28,12.69,17.05,3.043,3.635,12.93,6.99,7.453,6.703
1246,21.9,11.43,6.348,14.84,18.92,8.94,18.64,5.387,10.34,5.273,8.18,9.58
1247,5.652,14.55,5.832,6.992,4.777,14.06,5.48,12.95,11.58,7.727,5.867,4.598
1248,13.516,56.66,55.97,32.75,87.94,56.44,56.22,4.434,10.02,15.93,6.836,5.055
1249,28.84,81.2,4.79,47.9,11.984,85.1,9.82,17.53,21.11,16.03,15.62,27.78
1250,11.086,39.03,39.22,16.89,15.984,39.8,44.53,14.17,13.0,10.1,12.15,11.8
1251,186.9,12.1,165.5,99.3,246.8,62.22,5.68,28.06,84.9,23.14,25.06,30.23
1252,25.8,13.13,5.133,19.11,33.16,6.703,1.514,5.508,21.8,8.664,6.973,6.688
1253,14.8,35.7,36.62,21.33,15.445,45.06,19.84,10.875,19.9,18.2,14.76,18.89
1254,14.98,26.6,5.95,28.3,7.305,9.375,15.09,5.37,8.77,8.484,12.66,14.71
1255,13.77,31.88,58.94,16.83,16.45,69.5,3.615,1.931,2.604,5.88,7.7,10.12
1256,5.934,2.965,3.057,3.44,34.22,2.645,2.506,5.805,2.557,2.771,2.22,2.346
1257,8.695,40.88,10.375,19.7,4.887,20.66,7.65,16.58,25.34,19.12,12.9,11.8
1258,8.05,23.02,108.94,13.73,16.0,51.56,16.92,8.586,16.47,5.785,6.367,7.715
1259,22.06,29.38,16.97,26.83,6.7,20.62,21.48,17.73,9.34,15.38,19.95,25.3
1260,22.4,8.08,4.844,9.74,3.914,8.055,58.16,13.38,7.54,3.512,3.742,12.3
1261,50.56,31.7,25.06,31.33,80.2,22.8,77.9,23.92,38.62,7.074,6.3,11.91
1262,12.07,72.2,153.0,35.78,54.0,121.7,10.2,8.5,14.05,9.07,10.1,11.51
1263,22.62,30.98,35.2,21.4,45.78,33.7,7.305,3.121,14.63,5.477,3.268,5.32
1264,8.88,16.52,4.742,16.89,6.586,11.29,2.611,2.9,9.38,2.955,5.203,11.76
1265,19.98,10.44,45.44,15.64,27.38,24.4,25.27,15.055,18.66,8.99,7.24,9.48
1266,16.78,5.4,61.78,7.86,33.53,19.4,15.914,11.83,4.543,3.424,4.332,9.03
1267,8.42,8.86,38.7,7.496,14.83,25.38,3.227,9.79,15.01,5.832,4.83,6.387
1268,15.89,27.22,40.75,21.53,17.48,35.06,28.19,4.844,15.375,9.81,8.58,6.406
1269,15.75,7.832,18.53,8.125,93.8,6.83,10.484,6.477,12.86,4.81,4.13,6.1
1270,35.56,6.5,3.953,11.695,12.55,5.582,2.938,5.402,24.05,12.125,9.41,5.547
1271,15.1,10.12,17.98,10.41,15.336,12.2,36.7,4.383,4.9,4.61,5.547,6.008
1272,11.94,5.42,10.02,8.95,7.332,7.38,35.28,4.582,2.668,3.557,4.21,5.727
1273,23.73,12.664,14.83,14.26,17.17,10.016,5.47,3.674,7.58,7.08,4.754,7.082
1274,31.36,13.84,10.94,24.38,8.64,11.414,10.93,15.28,14.79,24.22,39.94,17.73
1275,14.46,8.04,5.656,7.965,23.73,6.223,1.847,1.41,6.656,5.035,3.709,5.324
1276,30.78,48.28,8.72,45.84,13.11,22.1,7.24,6.625,10.93,13.23,9.336,15.69
1277,61.66,95.8,41.06,70.0,61.6,72.4,1.463,0.691,2.002,5.5,105.2,53.94
1278,20.7,34.2,33.06,25.94,18.1,57.22,27.81,6.06,20.14,21.8,18.44,19.45
1279,36.9,31.5,39.97,31.12,69.7,37.3,3.28,3.201,27.34,34.6,46.38,35.84
1280,4.973,32.56,10.625,8.72,7.38,73.56,7.17,21.48,9.805,4.75,3.566,1.998
1281,79.0,47.4,28.89,67.2,47.5,34.03,12.96,6.47,14.83,10.43,15.79,10.65
1282,32.47,19.64,14.61,20.45,17.78,18.8,3.15,2.35,11.62,10.625,6.3,7.316
1283,6.027,45.16,3.178,28.16,0.901,13.24,8.38,12.51,16.38,16.25,21.06,37.0
1284,16.28,5.992,9.7,9.18,12.81,3.994,7.543,9.99,15.305,11.76,11.586,9.625
1285,26.17,32.6,47.0,27.11,28.72,30.61,4.586,4.99,7.918,8.2,12.09,9.72
1286,11.71,24.0,39.1,14.21,11.39,33.2,4.85,7.75,7.723,8.08,12.46,11.65
1287,15.195,47.78,56.72,19.53,30.1,75.7,23.27,21.75,12.59,5.742,7.047,8.17
1288,21.81,11.03,7.88,15.234,28.88,15.4,2.865,4.867,10.586,15.91,12.1,19.19
1289,15.805,25.12,20.08,14.086,17.69,17.95,7.438,6.676,12.445,3.602,5.77,7.867
1290,6.53,27.62,22.38,18.5,2.684,26.92,11.61,15.27,32.84,13.945,8.78,5.844
1291,22.19,16.22,7.07,11.74,8.164,7.984,20.7,4.004,9.22,5.203,3.588,7.11
1292,31.8,31.42,51.16,29.5,24.38,32.6,8.266,3.727,24.05,17.17,11.51,18.5
1293,30.62,22.77,25.39,26.34,35.66,20.33,28.55,3.996,4.652,10.06,6.785,9.95
1294,17.02,32.06,23.44,18.9,25.45,40.25,2.617,10.81,13.12,8.555,10.66,11.71
1295,11.55,15.516,47.4,13.01,18.62,23.11,19.48,11.414,15.21,13.13,7.785,5.96
1296,16.8,9.26,37.56,10.33,42.97,9.734,7.96,4.77,16.23,5.25,5.133,5.004
1297,17.17,30.31,17.28,25.9,12.15,14.61,9.15,8.51,4.33,3.52,4.617,5.645
1298,8.586,16.39,4.348,7.2,2.441,10.73,26.25,1.516,8.26,1.905,1.17,4.113
1299,33.97,33.16,19.0,30.58,63.0,22.28,34.8,5.523,20.27,8.94,11.56,14.77
1300,27.47,9.83,3.008,15.836,3.047,6.03,1.969,2.521,16.17,5.797,3.342,3.535
1301,6.793,5.72,10.93,4.957,18.3,7.01,5.336,28.17,4.426,3.63,4.08,3.018
1302,4.652,30.64,53.34,13.43,8.39,52.22,2.31,26.1,7.707,9.62,10.33,11.93
1303,13.875,20.75,7.4,13.57,11.86,64.75,6.145,3.729,9.13,5.54,5.81,7.297
1304,21.38,27.17,44.78,19.97,8.516,36.72,11.445,5.23,7.445,10.81,18.48,33.4
1305,23.84,19.84,19.72,21.38,62.0,14.28,17.92,10.945,10.695,6.465,6.85,7.586
1306,13.64,9.27,41.72,8.336,14.055,13.945,2.498,1.267,28.05,5.863,5.496,4.824
1307,8.92,10.2,19.8,8.85,12.51,11.305,4.008,3.678,10.94,6.08,10.21,7.68
1308,6.656,24.16,66.25,10.92,25.64,47.8,7.86,10.81,5.492,5.21,7.402,5.332
1309,16.73,15.516,19.36,18.95,29.25,15.125,6.83,9.914,18.64,7.09,6.96,9.57
1310,18.62,7.836,3.16,9.3,6.24,3.902,5.09,3.232,13.67,3.072,3.594,4.637
1311,29.67,26.11,34.62,21.89,76.7,22.62,27.89,11.11,20.62,10.12,9.8,10.39
1312,28.36,17.77,6.86,29.69,13.984,14.06,8.945,4.953,6.64,6.246,8.66,10.49
1313,42.97,10.27,5.71,18.78,7.32,6.77,4.605,7.824,18.69,14.87,10.93,10.75
1314,11.664,26.05,37.4,17.47,43.75,41.16,5.664,4.203,17.03,19.0,29.16,33.56
1315,12.59,16.22,25.61,11.02,20.48,12.3,12.23,8.19,12.29,7.035,10.42,14.79
1316,11.836,110.7,62.28,39.47,8.7,199.2,6.16,16.25,33.38,21.84,18.77,21.62
1317,30.5,17.42,18.69,22.27,27.94,21.08,12.06,7.54,16.19,10.81,12.7,15.06
1318,10.33,6.89,5.934,7.32,20.52,6.703,3.436,1.772,2.895,12.4,1.792,1.481
1319,5.207,21.86,5.08,10.14,4.37,9.05,2.957,10.14,6.61,10.52,5.984,27.42
1320,58.6,36.4,8.36,63.88,24.36,14.37,9.51,22.8,25.66,31.06,41.22,39.9
1321,4.44,29.92,3.762,6.445,3.56,8.92,7.566,24.73,17.22,10.26,10.35,9.766
1322,18.66,21.62,68.2,19.47,19.22,21.9,3.365,6.016,18.19,9.73,10.305,18.22
1323,55.94,35.62,31.16,49.03,48.5,27.56,20.98,2.48,6.918,26.16,43.12,83.0
1324,15.09,20.4,19.38,18.47,18.33,21.52,2.096,3.084,11.4,6.4,5.68,6.445
1325,20.0,62.94,13.89,39.12,9.2,26.45,5.31,9.016,10.3,14.586,17.1,36.97
1326,5.16,21.42,1.343,14.48,2.969,5.223,11.336,31.55,18.05,7.96,13.0,14.48
1327,18.27,45.88,69.3,32.9,19.2,41.6,12.12,10.2,14.95,4.363,3.318,14.305
1328,28.98,40.6,19.86,37.78,15.11,29.52,6.258,1.106,12.62,5.273,7.89,9.06
1329,24.36,52.97,6.906,38.44,10.555,90.75,1.885,14.65,15.55,25.27,40.88,42.34
1330,4.086,37.3,46.94,8.52,5.47,126.75,12.58,13.99,6.367,12.7,12.445,9.89
1331,9.51,40.66,72.6,20.97,16.81,47.9,3.398,39.78,20.7,4.664,4.54,12.9
1332,17.8,50.75,12.28,29.05,6.52,95.8,20.39,5.258,5.41,4.39,3.4,11.945
1333,42.3,10.26,10.62,14.29,23.42,9.24,9.55,6.15,5.43,6.973,8.94,16.75
1334,27.0,20.2,50.34,23.58,55.22,30.27,36.44,7.97,10.54,5.45,5.938,15.836
1335,5.656,26.23,5.4,12.805,1.975,32.53,17.02,20.84,16.88,15.18,28.67,33.78
1336,10.516,20.45,3.361,48.1,1.932,6.176,4.86,1.566,1.545,7.008,3.28,16.34
1337,8.88,23.86,5.527,13.234,5.41,26.5,6.074,5.395,13.12,23.45,13.81,8.49
1338,69.44,12.44,12.29,23.84,17.08,11.49,8.516,7.387,8.75,2.752,15.62,9.89
1339,19.25,22.98,88.7,27.72,31.89,13.4,9.55,2.264,19.1,13.24,9.7,15.164
1340,12.32,20.39,10.98,15.72,11.05,29.39,4.6,12.69,18.38,6.73,2.928,4.94
1341,9.266,13.39,3.137,11.3,4.688,11.81,5.414,3.52,9.9,26.67,13.34,9.18
1342,12.04,48.9,28.19,26.1,13.09,44.16,27.86,11.09,8.7,10.83,10.805,16.61
1343,16.89,20.95,72.7,20.3,25.55,18.0,4.566,8.33,40.5,20.64,9.555,7.875
1344,14.164,7.12,7.855,7.47,29.61,7.008,17.77,1.119,9.164,7.363,6.777,5.906
1345,11.2,37.94,51.44,19.11,11.086,105.06,3.443,7.18,23.1,38.62,71.2,19.58
1346,21.22,12.516,8.14,12.26,83.8,11.03,7.867,26.27,22.53,8.14,3.828,4.9
1347,11.945,28.11,18.25,13.21,11.79,97.06,31.88,16.02,23.2,24.84,17.77,9.56
1348,21.03,26.53,9.59,28.52,5.332,19.81,3.186,5.023,7.95,6.562,6.496,8.6
1349,14.76,28.9,31.84,23.2,19.42,30.31,5.145,6.52,13.266,15.15,22.44,21.12
1350,24.58,33.28,36.78,29.08,22.7,61.03,6.938,19.8,26.22,23.84,16.33,19.28
1351,11.7,40.7,17.55,22.27,9.555,129.4,14.95,13.305,17.44,50.7,17.25,10.97
1352,21.9,37.0,56.9,27.66,21.67,42.28,3.209,20.08,18.42,24.12,13.14,14.7
1353,11.15,13.484,31.67,13.695,13.8,10.234,6.562,3.18,4.58,7.777,6.758,8.65
1354,32.7,36.25,42.88,18.81,62.5,35.38,28.45,31.9,13.83,15.07,12.18,6.92
1355,9.62,45.28,101.25,25.48,12.81,72.75,12.31,7.285,30.3,11.66,8.086,11.78
1356,7.7,65.4,8.59,41.97,3.613,28.52,5.582,53.4,29.27,13.44,14.63,23.02
1357,2.16,25.66,0.8794,11.76,0.4912,5.46,7.85,15.15,9.84,4.723,5.12,3.902
1358,32.06,21.2,16.56,21.5,24.94,19.97,18.9,1.692,5.3,15.49,8.82,12.35
1359,8.7,18.42,39.62,10.77,22.14,26.9,10.06,11.84,10.445,5.277,5.496,7.926
1360,10.81,11.42,53.06,7.895,17.47,21.27,6.516,38.53,17.4,4.52,4.523,5.105
1361,19.77,9.98,14.19,15.83,18.05,10.29,3.164,30.61,39.84,8.99,4.965,7.887
1362,10.15,19.25,16.95,15.37,37.6,20.62,13.74,2.238,25.84,12.35,7.496,5.91
1363,12.41,18.83,61.44,19.08,33.75,21.9,10.16,9.56,12.79,10.23,5.844,6.562
1364,14.75,6.62,7.926,6.562,17.7,5.367,1.605,1.576,3.555,5.605,1.281,2.074
1365,5.29,43.6,32.7,8.9,5.883,78.4,2.365,10.3,10.695,10.57,4.54,4.414
1366,20.47,16.06,3.951,226.0,5.945,5.38,0.951,1.14,1.332,1.141,39.06,5.94
1367,24.72,61.66,21.4,45.38,21.81,49.47,40.03,10.055,13.49,13.48,11.86,20.9
1368,14.164,48.9,63.5,26.14,34.94,63.34,41.22,11.055,35.53,34.72,26.56,24.55
1369,5.297,15.03,16.89,9.49,8.77,26.06,2.098,3.568,15.5,4.223,1.226,2.83
1370,55.78,90.0,67.1,62.94,74.7,101.25,5.43,3.057,6.195,7.66,96.7,23.17
1371,26.83,38.8,33.22,31.69,15.27,48.3,11.15,9.22,17.62,19.12,18.1,21.25
1372,24.11,68.06,35.34,35.06,21.92,57.5,3.24,2.527,13.27,15.91,14.07,13.59
1373,9.58,29.75,113.44,16.95,9.805,59.88,6.445,8.64,20.88,10.23,24.97,32.56
1374,32.22,3.871,6.15,10.01,38.9,1.578,10.71,53.72,253.2,6.254,6.766,6.465
1375,26.02,9.89,15.29,19.45,22.28,9.08,25.08,13.76,18.48,10.81,7.71,9.26
1376,16.36,52.84,64.06,26.58,18.7,103.2,27.88,7.17,5.71,10.05,11.67,9.25
1377,8.63,38.25,5.96,16.48,4.67,25.4,4.934,14.31,9.37,16.86,9.48,15.17
1378,10.91,25.25,9.59,12.87,10.01,18.03,4.113,2.938,2.787,2.076,1.921,9.66
1379,28.73,37.88,24.14,38.66,8.62,30.5,34.94,15.33,27.44,10.36,16.55,24.78
1380,10.45,12.4,14.445,11.53,10.12,19.08,3.45,12.89,14.06,8.77,8.16,4.7
1381,25.38,12.414,5.86,15.75,21.17,12.75,14.695,13.984,28.86,9.7,9.26,10.4
1382,9.22,6.207,55.22,7.812,13.89,10.63,3.896,30.31,10.78,10.87,4.773,4.44
1383,14.234,9.805,2.799,65.7,3.934,3.357,4.48,12.836,8.79,3.727,7.434,14.375
1384,4.984,19.47,54.4,9.93,4.387,46.62,20.22,21.77,52.12,3.006,7.055,2.594
1385,15.805,14.164,6.8,9.04,3.344,10.63,3.938,1.274,12.27,4.695,3.13,3.527
1386,6.934,32.84,9.836,12.26,8.15,20.62,2.479,2.793,5.938,6.62,2.38,1.783
1387,16.1,35.22,39.06,24.5,27.16,39.97,3.262,4.484,7.195,7.547,13.96,17.03
1388,14.25,39.8,68.1,28.8,7.875,43.03,6.7,10.586,7.492,10.516,9.58,14.18
1389,20.6,38.16,62.75,22.38,16.61,96.9,9.055,15.625,10.21,7.72,6.3,7.055
1390,4.305,3.793,0.9414,12.23,0.538,1.867,2.486,1.166,1.845,1.564,2.662,4.13
1391,7.82,28.22,42.28,15.58,3.607,112.75,6.43,16.17,19.33,18.88,7.434,12.93
1392,11.45,38.44,10.56,23.7,3.402,17.27,7.477,2.408,3.566,13.9,11.56,11.836
1393,14.04,19.4,37.66,20.45,45.1,24.39,8.484,14.836,14.25,10.8,5.008,7.27
1394,31.19,27.14,18.78,42.06,29.33,14.445,5.66,8.97,12.445,16.39,11.23,9.49
1395,24.9,26.89,57.25,25.97,17.42,31.39,9.95,14.24,21.88,22.81,27.12,11.195
1396,14.06,48.7,4.547,34.1,3.314,28.89,6.8,6.89,51.12,33.66,225.8,49.94
1397,20.08,49.34,20.42,39.62,39.5,52.44,8.69,8.19,9.125,7.492,5.004,7.195
1398,4.45,6.414,1.793,53.5,1.98,1.781,2.12,0.9316,1.316,2.082,31.52,14.66
1399,23.66,36.47,37.5,19.28,32.3,43.34,2.922,3.4,8.87,9.805,12.87,13.555
1400,3.604,11.86,30.14,6.14,2.89,28.56,12.11,3.207,5.727,2.594,3.316,16.83
1401,11.18,64.25,44.8,29.48,18.33,77.6,2.38,5.64,18.97,17.45,18.9,18.11
1402,1.516,2.71,1.436,2.096,1.151,1.286,1.766,1.587,3.8,3.504,0.7524,2.236
1403,15.05,12.875,20.66,12.25,14.73,19.17,12.016,12.87,15.79,16.23,1.561,0.944
1404,24.1,46.6,60.1,25.4,20.81,38.2,10.23,10.49,18.36,33.1,34.75,8.195
1405,13.8,29.84,29.75,22.67,12.41,38.4,9.72,4.81,5.46,5.062,3.432,6.84
1406,11.18,21.45,25.22,11.97,12.04,51.9,9.086,8.54,4.414,2.992,2.53,2.02
1407,7.21,16.47,5.56,10.695,7.33,20.84,5.617,10.45,8.984,4.805,3.938,8.53
1408,23.4,12.89,10.336,21.56,4.42,18.97,13.2,7.223,18.61,9.84,8.125,5.215
1409,8.71,45.38,8.99,24.75,10.164,48.16,5.12,9.44,11.84,6.27,9.0,45.06
1410,39.47,8.84,1.954,23.2,8.75,2.742,6.816,4.77,7.01,4.6,10.586,9.34
1411,28.34,207.4,44.7,67.56,30.34,237.4,29.12,30.33,34.62,32.38,22.8,26.17
1412,8.27,23.89,92.3,9.75,6.617,47.34,11.68,5.51,15.53,20.62,13.25,42.72
1413,26.55,48.3,91.5,53.56,64.5,69.7,60.1,27.6,43.4,19.98,32.03,24.12
1414,77.94,43.16,10.36,65.44,46.22,27.22,39.97,10.41,10.86,53.62,12.83,39.4
1415,10.08,34.9,4.406,35.34,6.664,14.805,4.8,4.594,4.77,7.008,10.39,43.25
1416,18.77,5.555,1.214,32.12,3.416,1.984,0.848,0.5063,0.534,0.7783,12.305,4.5
1417,22.14,34.06,29.94,23.8,18.42,49.47,3.346,4.848,14.31,9.03,9.15,8.27
1418,9.41,10.57,2.717,29.89,3.266,4.52,7.047,4.97,5.26,1.249,10.695,5.152
